2024-11-02 00:39:34,151 - INFO - Transaction Processed: {'transaction_id': 97152, 'amount': 42.75, 'timestamp': 1730497174.1498682, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 9025.12, 'newbalanceOrig': 8118.05, 'oldbalanceDest': 1593.41, 'prediction': 0}
2024-11-02 00:40:18,162 - INFO - Transaction Processed: {'transaction_id': 91622, 'amount': 611.82, 'timestamp': 1730497218.160999, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 6749.53, 'newbalanceOrig': 7297.62, 'oldbalanceDest': 5139.63, 'prediction': 0}
2024-11-02 00:40:20,162 - INFO - Transaction Processed: {'transaction_id': 16368, 'amount': 205.28, 'timestamp': 1730497220.16123, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 4195.49, 'newbalanceOrig': 8828.06, 'oldbalanceDest': 7360.88, 'prediction': 0}
2024-11-02 00:40:22,162 - INFO - Transaction Processed: {'transaction_id': 46276, 'amount': 242.23, 'timestamp': 1730497222.1613061, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 7644.56, 'newbalanceOrig': 7250.06, 'oldbalanceDest': 1989.35, 'prediction': 0}
2024-11-02 00:40:24,163 - INFO - Transaction Processed: {'transaction_id': 38320, 'amount': 270.5, 'timestamp': 1730497224.1629612, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 4041.21, 'newbalanceOrig': 3332.22, 'oldbalanceDest': 2400.88, 'prediction': 0}
2024-11-02 00:40:26,164 - INFO - Transaction Processed: {'transaction_id': 38198, 'amount': 810.74, 'timestamp': 1730497226.1638896, 'is_fraud': 0, 'location': 'US', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 9046.12, 'newbalanceOrig': 9880.49, 'oldbalanceDest': 2222.46, 'prediction': 0}
2024-11-02 00:40:28,165 - INFO - Transaction Processed: {'transaction_id': 10203, 'amount': 888.6, 'timestamp': 1730497228.1643307, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 6085.33, 'newbalanceOrig': 4537.23, 'oldbalanceDest': 8190.69, 'prediction': 0}
2024-11-02 00:40:30,165 - INFO - Transaction Processed: {'transaction_id': 30316, 'amount': 115.17, 'timestamp': 1730497230.1646273, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 4321.24, 'newbalanceOrig': 8718.46, 'oldbalanceDest': 709.97, 'prediction': 0}
2024-11-02 00:40:32,166 - INFO - Transaction Processed: {'transaction_id': 77848, 'amount': 824.91, 'timestamp': 1730497232.1655138, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 7699.43, 'newbalanceOrig': 6063.87, 'oldbalanceDest': 8749.93, 'prediction': 0}
2024-11-02 00:40:34,166 - INFO - Transaction Processed: {'transaction_id': 64452, 'amount': 670.52, 'timestamp': 1730497234.1658788, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 2379.37, 'newbalanceOrig': 2207.15, 'oldbalanceDest': 6026.65, 'prediction': 0}
2024-11-02 00:40:36,167 - INFO - Transaction Processed: {'transaction_id': 12295, 'amount': 186.94, 'timestamp': 1730497236.1668968, 'is_fraud': 1, 'location': 'DE', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 155.39, 'newbalanceOrig': 778.06, 'oldbalanceDest': 8386.23, 'prediction': 0}
2024-11-02 00:40:38,168 - INFO - Transaction Processed: {'transaction_id': 80042, 'amount': 281.0, 'timestamp': 1730497238.1671839, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 9618.16, 'newbalanceOrig': 5723.68, 'oldbalanceDest': 8459.08, 'prediction': 0}
2024-11-02 00:40:40,168 - INFO - Transaction Processed: {'transaction_id': 87569, 'amount': 989.97, 'timestamp': 1730497240.1674235, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 5027.72, 'newbalanceOrig': 213.33, 'oldbalanceDest': 6654.33, 'prediction': 0}
2024-11-02 00:40:42,169 - INFO - Transaction Processed: {'transaction_id': 46833, 'amount': 782.27, 'timestamp': 1730497242.168318, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 4645.52, 'newbalanceOrig': 6884.21, 'oldbalanceDest': 2023.47, 'prediction': 0}
2024-11-02 00:40:44,169 - INFO - Transaction Processed: {'transaction_id': 16287, 'amount': 873.17, 'timestamp': 1730497244.1687505, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 9047.79, 'newbalanceOrig': 5440.35, 'oldbalanceDest': 6502.9, 'prediction': 0}
2024-11-02 00:40:46,169 - INFO - Transaction Processed: {'transaction_id': 84821, 'amount': 613.61, 'timestamp': 1730497246.168851, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 3082.66, 'newbalanceOrig': 673.58, 'oldbalanceDest': 5468.98, 'prediction': 0}
2024-11-02 00:40:48,170 - INFO - Transaction Processed: {'transaction_id': 51049, 'amount': 197.9, 'timestamp': 1730497248.169839, 'is_fraud': 0, 'location': 'US', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 1807.54, 'newbalanceOrig': 1166.84, 'oldbalanceDest': 7086.7, 'prediction': 0}
2024-11-02 00:40:50,171 - INFO - Transaction Processed: {'transaction_id': 95173, 'amount': 656.04, 'timestamp': 1730497250.1705954, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 8496.76, 'newbalanceOrig': 2240.35, 'oldbalanceDest': 9455.15, 'prediction': 0}
2024-11-02 00:40:52,171 - INFO - Transaction Processed: {'transaction_id': 29170, 'amount': 480.95, 'timestamp': 1730497252.1707032, 'is_fraud': 1, 'location': 'US', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 2534.99, 'newbalanceOrig': 9410.93, 'oldbalanceDest': 378.24, 'prediction': 0}
2024-11-02 00:40:54,172 - INFO - Transaction Processed: {'transaction_id': 64345, 'amount': 616.69, 'timestamp': 1730497254.1711342, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 7762.68, 'newbalanceOrig': 896.72, 'oldbalanceDest': 3777.13, 'prediction': 0}
2024-11-02 00:40:56,173 - INFO - Transaction Processed: {'transaction_id': 24129, 'amount': 911.09, 'timestamp': 1730497256.1713083, 'is_fraud': 1, 'location': 'DE', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 3753.48, 'newbalanceOrig': 2099.45, 'oldbalanceDest': 2930.81, 'prediction': 0}
2024-11-02 00:40:58,174 - INFO - Transaction Processed: {'transaction_id': 96883, 'amount': 313.14, 'timestamp': 1730497258.1723256, 'is_fraud': 0, 'location': 'US', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 6701.44, 'newbalanceOrig': 2128.23, 'oldbalanceDest': 9656.07, 'prediction': 0}
2024-11-02 00:41:00,175 - INFO - Transaction Processed: {'transaction_id': 95798, 'amount': 264.44, 'timestamp': 1730497260.173348, 'is_fraud': 1, 'location': 'DE', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 646.46, 'newbalanceOrig': 4836.25, 'oldbalanceDest': 4999.23, 'prediction': 0}
2024-11-02 00:41:02,174 - INFO - Transaction Processed: {'transaction_id': 18177, 'amount': 896.25, 'timestamp': 1730497262.1737564, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 4625.69, 'newbalanceOrig': 8915.47, 'oldbalanceDest': 362.01, 'prediction': 0}
2024-11-02 00:41:04,174 - INFO - Transaction Processed: {'transaction_id': 44977, 'amount': 325.23, 'timestamp': 1730497264.173803, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 4274.87, 'newbalanceOrig': 5748.95, 'oldbalanceDest': 9688.68, 'prediction': 0}
2024-11-02 00:41:06,175 - INFO - Transaction Processed: {'transaction_id': 48437, 'amount': 191.58, 'timestamp': 1730497266.1743786, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 5153.34, 'newbalanceOrig': 6465.33, 'oldbalanceDest': 9651.83, 'prediction': 0}
2024-11-02 00:41:08,176 - INFO - Transaction Processed: {'transaction_id': 87504, 'amount': 793.52, 'timestamp': 1730497268.175058, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 1089.14, 'newbalanceOrig': 6095.17, 'oldbalanceDest': 8173.0, 'prediction': 0}
2024-11-02 00:41:10,176 - INFO - Transaction Processed: {'transaction_id': 75343, 'amount': 649.57, 'timestamp': 1730497270.1750646, 'is_fraud': 0, 'location': 'US', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 7099.49, 'newbalanceOrig': 5182.2, 'oldbalanceDest': 2948.07, 'prediction': 0}
2024-11-02 00:41:12,176 - INFO - Transaction Processed: {'transaction_id': 96278, 'amount': 96.16, 'timestamp': 1730497272.1755266, 'is_fraud': 0, 'location': 'US', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 2009.59, 'newbalanceOrig': 5680.0, 'oldbalanceDest': 9693.35, 'prediction': 0}
2024-11-02 00:41:14,176 - INFO - Transaction Processed: {'transaction_id': 67155, 'amount': 434.45, 'timestamp': 1730497274.1755698, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 2469.31, 'newbalanceOrig': 1322.33, 'oldbalanceDest': 2675.01, 'prediction': 0}
2024-11-02 00:41:16,177 - INFO - Transaction Processed: {'transaction_id': 56576, 'amount': 47.35, 'timestamp': 1730497276.1764655, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 2863.19, 'newbalanceOrig': 1486.5, 'oldbalanceDest': 7867.62, 'prediction': 0}
2024-11-02 00:41:18,178 - INFO - Transaction Processed: {'transaction_id': 90010, 'amount': 47.49, 'timestamp': 1730497278.17727, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 9111.49, 'newbalanceOrig': 6217.67, 'oldbalanceDest': 513.27, 'prediction': 0}
2024-11-02 00:41:20,178 - INFO - Transaction Processed: {'transaction_id': 83560, 'amount': 172.98, 'timestamp': 1730497280.1775749, 'is_fraud': 0, 'location': 'US', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 5966.48, 'newbalanceOrig': 7492.85, 'oldbalanceDest': 1196.74, 'prediction': 0}
2024-11-02 00:41:22,179 - INFO - Transaction Processed: {'transaction_id': 11078, 'amount': 211.54, 'timestamp': 1730497282.1781065, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 3398.6, 'newbalanceOrig': 1275.46, 'oldbalanceDest': 132.91, 'prediction': 0}
2024-11-02 00:41:24,179 - INFO - Transaction Processed: {'transaction_id': 76675, 'amount': 180.61, 'timestamp': 1730497284.1788104, 'is_fraud': 0, 'location': 'US', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 9551.07, 'newbalanceOrig': 2739.04, 'oldbalanceDest': 2150.1, 'prediction': 0}
2024-11-02 00:41:26,181 - INFO - Transaction Processed: {'transaction_id': 28903, 'amount': 5.36, 'timestamp': 1730497286.1791177, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 3055.34, 'newbalanceOrig': 7758.97, 'oldbalanceDest': 6404.07, 'prediction': 0}
2024-11-02 00:41:28,180 - INFO - Transaction Processed: {'transaction_id': 16495, 'amount': 114.82, 'timestamp': 1730497288.1796234, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 8673.68, 'newbalanceOrig': 4703.53, 'oldbalanceDest': 2219.22, 'prediction': 0}
2024-11-02 00:41:30,181 - INFO - Transaction Processed: {'transaction_id': 78494, 'amount': 952.89, 'timestamp': 1730497290.1801546, 'is_fraud': 1, 'location': 'US', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 4512.69, 'newbalanceOrig': 1937.52, 'oldbalanceDest': 9562.9, 'prediction': 0}
2024-11-02 00:41:32,182 - INFO - Transaction Processed: {'transaction_id': 97100, 'amount': 179.37, 'timestamp': 1730497292.1810665, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 1640.84, 'newbalanceOrig': 9985.95, 'oldbalanceDest': 6069.98, 'prediction': 0}
2024-11-02 00:41:34,182 - INFO - Transaction Processed: {'transaction_id': 66732, 'amount': 272.86, 'timestamp': 1730497294.1818712, 'is_fraud': 1, 'location': 'US', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 7879.25, 'newbalanceOrig': 5455.15, 'oldbalanceDest': 148.63, 'prediction': 0}
2024-11-02 00:41:36,183 - INFO - Transaction Processed: {'transaction_id': 75283, 'amount': 247.1, 'timestamp': 1730497296.1826336, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 9779.09, 'newbalanceOrig': 2983.41, 'oldbalanceDest': 8828.8, 'prediction': 0}
2024-11-02 00:41:38,184 - INFO - Transaction Processed: {'transaction_id': 16172, 'amount': 272.03, 'timestamp': 1730497298.183227, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 5733.41, 'newbalanceOrig': 5792.19, 'oldbalanceDest': 1490.5, 'prediction': 0}
2024-11-02 00:41:40,184 - INFO - Transaction Processed: {'transaction_id': 61934, 'amount': 446.84, 'timestamp': 1730497300.1835706, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 264.19, 'newbalanceOrig': 8962.76, 'oldbalanceDest': 7127.09, 'prediction': 0}
2024-11-02 00:41:42,186 - INFO - Transaction Processed: {'transaction_id': 99165, 'amount': 501.9, 'timestamp': 1730497302.1837099, 'is_fraud': 1, 'location': 'UK', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 2802.16, 'newbalanceOrig': 2178.78, 'oldbalanceDest': 9110.49, 'prediction': 0}
2024-11-02 00:41:44,186 - INFO - Transaction Processed: {'transaction_id': 62021, 'amount': 16.49, 'timestamp': 1730497304.1850398, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 666.68, 'newbalanceOrig': 6414.55, 'oldbalanceDest': 2699.89, 'prediction': 0}
2024-11-02 00:41:46,187 - INFO - Transaction Processed: {'transaction_id': 99192, 'amount': 726.77, 'timestamp': 1730497306.1852217, 'is_fraud': 1, 'location': 'US', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 5612.85, 'newbalanceOrig': 6511.75, 'oldbalanceDest': 6934.21, 'prediction': 0}
2024-11-02 00:41:48,186 - INFO - Transaction Processed: {'transaction_id': 33640, 'amount': 151.5, 'timestamp': 1730497308.185723, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 6892.35, 'newbalanceOrig': 9617.15, 'oldbalanceDest': 4371.87, 'prediction': 0}
2024-11-02 00:41:50,187 - INFO - Transaction Processed: {'transaction_id': 29331, 'amount': 836.23, 'timestamp': 1730497310.1861773, 'is_fraud': 1, 'location': 'DE', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 9025.1, 'newbalanceOrig': 7589.54, 'oldbalanceDest': 8141.23, 'prediction': 0}
2024-11-02 00:41:52,187 - INFO - Transaction Processed: {'transaction_id': 58372, 'amount': 958.72, 'timestamp': 1730497312.1862664, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 4665.26, 'newbalanceOrig': 6029.04, 'oldbalanceDest': 8232.0, 'prediction': 0}
2024-11-02 00:41:54,189 - INFO - Transaction Processed: {'transaction_id': 17335, 'amount': 766.83, 'timestamp': 1730497314.1870894, 'is_fraud': 1, 'location': 'US', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 3653.54, 'newbalanceOrig': 1607.49, 'oldbalanceDest': 8516.0, 'prediction': 0}
2024-11-02 00:41:56,190 - INFO - Transaction Processed: {'transaction_id': 54037, 'amount': 594.58, 'timestamp': 1730497316.1888208, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 7290.99, 'newbalanceOrig': 392.92, 'oldbalanceDest': 7038.04, 'prediction': 0}
2024-11-02 00:41:58,192 - INFO - Transaction Processed: {'transaction_id': 53242, 'amount': 12.81, 'timestamp': 1730497318.1906054, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'PAYPAL', 'oldbalanceOrg': 9652.87, 'newbalanceOrig': 2436.98, 'oldbalanceDest': 6944.72, 'prediction': 0}
2024-11-02 00:42:00,193 - INFO - Transaction Processed: {'transaction_id': 58871, 'amount': 629.67, 'timestamp': 1730497320.1910315, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 1762.61, 'newbalanceOrig': 1654.82, 'oldbalanceDest': 8977.17, 'prediction': 0}
2024-11-02 00:42:02,192 - INFO - Transaction Processed: {'transaction_id': 25791, 'amount': 788.99, 'timestamp': 1730497322.19199, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 2062.38, 'newbalanceOrig': 8992.21, 'oldbalanceDest': 7719.56, 'prediction': 0}
2024-11-02 00:42:04,194 - INFO - Transaction Processed: {'transaction_id': 22122, 'amount': 167.53, 'timestamp': 1730497324.1923277, 'is_fraud': 0, 'location': 'US', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 2403.93, 'newbalanceOrig': 3221.5, 'oldbalanceDest': 6946.42, 'prediction': 0}
2024-11-02 00:42:06,193 - INFO - Transaction Processed: {'transaction_id': 27129, 'amount': 199.72, 'timestamp': 1730497326.1926806, 'is_fraud': 1, 'location': 'US', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 8604.15, 'newbalanceOrig': 7140.16, 'oldbalanceDest': 5680.54, 'prediction': 0}
2024-11-02 00:42:08,193 - INFO - Transaction Processed: {'transaction_id': 56115, 'amount': 628.05, 'timestamp': 1730497328.1927044, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'BANK_TRANSFER', 'oldbalanceOrg': 7224.4, 'newbalanceOrig': 7017.23, 'oldbalanceDest': 7983.44, 'prediction': 0}
2024-11-02 00:42:10,194 - INFO - Transaction Processed: {'transaction_id': 92728, 'amount': 467.78, 'timestamp': 1730497330.192707, 'is_fraud': 0, 'location': 'DE', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 6325.56, 'newbalanceOrig': 4856.45, 'oldbalanceDest': 7074.54, 'prediction': 0}
2024-11-02 00:42:12,194 - INFO - Transaction Processed: {'transaction_id': 87023, 'amount': 548.03, 'timestamp': 1730497332.1937351, 'is_fraud': 0, 'location': 'FR', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 8320.3, 'newbalanceOrig': 6203.7, 'oldbalanceDest': 1858.35, 'prediction': 0}
2024-11-02 00:42:14,194 - INFO - Transaction Processed: {'transaction_id': 68302, 'amount': 328.11, 'timestamp': 1730497334.193832, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 9224.95, 'newbalanceOrig': 1053.22, 'oldbalanceDest': 5590.29, 'prediction': 0}
2024-11-02 00:42:16,195 - INFO - Transaction Processed: {'transaction_id': 75598, 'amount': 610.26, 'timestamp': 1730497336.1947415, 'is_fraud': 0, 'location': 'UK', 'payment_method': 'CREDIT_CARD', 'oldbalanceOrg': 94.89, 'newbalanceOrig': 2203.2, 'oldbalanceDest': 2518.6, 'prediction': 0}
